Year,Sector,Price,Volume,Region,text
1996,AL1 1,103000,164,South East,AL1 1<br>Avg. Price: 103K<br>Sales Volume: 164
1996,AL1 2,82000,117,South East,AL1 2<br>Avg. Price: 82K<br>Sales Volume: 117
1996,AL1 3,91000,145,South East,AL1 3<br>Avg. Price: 91K<br>Sales Volume: 145
1996,AL1 4,134000,210,South East,AL1 4<br>Avg. Price: 134K<br>Sales Volume: 210
1996,AL1 5,78000,230,South East,AL1 5<br>Avg. Price: 78K<br>Sales Volume: 230
1996,AL10 0,54000,125,South East,AL10 0<br>Avg. Price: 54K<br>Sales Volume: 125
1996,AL10 8,61000,124,South East,AL10 8<br>Avg. Price: 61K<br>Sales Volume: 124
1996,AL10 9,70000,133,South East,AL10 9<br>Avg. Price: 70K<br>Sales Volume: 133
1996,AL2 1,73000,171,South East,AL2 1<br>Avg. Price: 73K<br>Sales Volume: 171
1996,AL2 2,98000,109,South East,AL2 2<br>Avg. Price: 98K<br>Sales Volume: 109
1996,AL2 3,120000,140,South East,AL2 3<br>Avg. Price: 120K<br>Sales Volume: 140
1996,AL3 4,135000,123,South East,AL3 4<br>Avg. Price: 135K<br>Sales Volume: 123
1996,AL3 5,107000,182,South East,AL3 5<br>Avg. Price: 107K<br>Sales Volume: 182
1996,AL3 6,95000,56,South East,AL3 6<br>Avg. Price: 95K<br>Sales Volume: 56
1996,AL3 7,118000,122,South East,AL3 7<br>Avg. Price: 118K<br>Sales Volume: 122
1996,AL3 8,91000,101,South East,AL3 8<br>Avg. Price: 91K<br>Sales Volume: 101
1996,AL4 0,103000,131,South East,AL4 0<br>Avg. Price: 103K<br>Sales Volume: 131
1996,AL4 8,135000,120,South East,AL4 8<br>Avg. Price: 135K<br>Sales Volume: 120
1996,AL4 9,86000,249,South East,AL4 9<br>Avg. Price: 86K<br>Sales Volume: 249
1996,AL5 1,127000,157,South East,AL5 1<br>Avg. Price: 127K<br>Sales Volume: 157
1996,AL5 2,258000,102,South East,AL5 2<br>Avg. Price: 258K<br>Sales Volume: 102
1996,AL5 3,146000,95,South East,AL5 3<br>Avg. Price: 146K<br>Sales Volume: 95
1996,AL5 4,127000,195,South East,AL5 4<br>Avg. Price: 127K<br>Sales Volume: 195
