Sector,Percentage Change,Region,text
AL1 1,31,South East,AL1 1<br>Price Change: 31%
AL1 2,-5,South East,AL1 2<br>Price Change: -5%
AL1 3,16,South East,AL1 3<br>Price Change: 16%
AL1 4,19,South East,AL1 4<br>Price Change: 19%
AL1 5,4,South East,AL1 5<br>Price Change: 4%
AL10 0,20,South East,AL10 0<br>Price Change: 20%
AL10 8,22,South East,AL10 8<br>Price Change: 22%
AL10 9,17,South East,AL10 9<br>Price Change: 17%
AL2 1,48,South East,AL2 1<br>Price Change: 48%
AL2 2,26,South East,AL2 2<br>Price Change: 26%
AL2 3,7,South East,AL2 3<br>Price Change: 7%
AL3 4,10,South East,AL3 4<br>Price Change: 10%
AL3 5,5,South East,AL3 5<br>Price Change: 5%
AL3 6,-36,South East,AL3 6<br>Price Change: -36%
AL3 7,9,South East,AL3 7<br>Price Change: 9%
AL3 8,30,South East,AL3 8<br>Price Change: 30%
AL4 0,8,South East,AL4 0<br>Price Change: 8%
AL4 8,7,South East,AL4 8<br>Price Change: 7%
AL4 9,6,South East,AL4 9<br>Price Change: 6%
AL5 1,18,South East,AL5 1<br>Price Change: 18%
AL5 2,3,South East,AL5 2<br>Price Change: 3%
AL5 3,4,South East,AL5 3<br>Price Change: 4%
AL5 4,10,South East,AL5 4<br>Price Change: 10%
AL5 5,17,South East,AL5 5<br>Price Change: 17%
AL6 0,17,South East,AL6 0<br>Price Change: 17%
AL6 9,3,South East,AL6 9<br>Price Change: 3%
AL7 1,50,South East,AL7 1<br>Price Change: 50%
AL7 2,19,South East,AL7 2<br>Price Change: 19%
AL7 3,19,South East,AL7 3<br>Price Change: 19%
AL7 4,21,South East,AL7 4<br>Price Change: 21%
AL8 6,10,South East,AL8 6<br>Price Change: 10%
AL8 7,4,South East,AL8 7<br>Price Change: 4%
AL9 5,4,South East,AL9 5<br>Price Change: 4%
AL9 6,5,South East,AL9 6<br>Price Change: 5%
AL9 7,16,South East,AL9 7<br>Price Change: 16%
B1 1,14,Midlands,B1 1<br>Price Change: 14%
B1 2,8,Midlands,B1 2<br>Price Change: 8%
B1 3,3,Midlands,B1 3<br>Price Change: 3%
B10 0,29,Midlands,B10 0<br>Price Change: 29%
B10 9,25,Midlands,B10 9<br>Price Change: 25%
B11 1,62,Midlands,B11 1<br>Price Change: 62%
B11 2,34,Midlands,B11 2<br>Price Change: 34%
B11 3,32,Midlands,B11 3<br>Price Change: 32%
B11 4,43,Midlands,B11 4<br>Price Change: 43%
B12 0,46,Midlands,B12 0<br>Price Change: 46%
B12 8,44,Midlands,B12 8<br>Price Change: 44%
B12 9,27,Midlands,B12 9<br>Price Change: 27%
B13 0,20,Midlands,B13 0<br>Price Change: 20%
B13 8,15,Midlands,B13 8<br>Price Change: 15%
B13 9,26,Midlands,B13 9<br>Price Change: 26%
B14 4,23,Midlands,B14 4<br>Price Change: 23%
B14 5,26,Midlands,B14 5<br>Price Change: 26%
B14 6,23,Midlands,B14 6<br>Price Change: 23%
B14 7,25,Midlands,B14 7<br>Price Change: 25%
B15 1,-14,Midlands,B15 1<br>Price Change: -14%
B15 2,26,Midlands,B15 2<br>Price Change: 26%
B15 3,25,Midlands,B15 3<br>Price Change: 25%
B16 0,34,Midlands,B16 0<br>Price Change: 34%
B16 8,-4,Midlands,B16 8<br>Price Change: -4%
B16 9,10,Midlands,B16 9<br>Price Change: 10%
B17 0,23,Midlands,B17 0<br>Price Change: 23%
B17 8,22,Midlands,B17 8<br>Price Change: 22%
B17 9,9,Midlands,B17 9<br>Price Change: 9%
B18 4,45,Midlands,B18 4<br>Price Change: 45%
B18 5,26,Midlands,B18 5<br>Price Change: 26%
B18 6,8,Midlands,B18 6<br>Price Change: 8%
B18 7,33,Midlands,B18 7<br>Price Change: 33%
B19 1,42,Midlands,B19 1<br>Price Change: 42%
B19 2,29,Midlands,B19 2<br>Price Change: 29%
B19 3,140,Midlands,B19 3<br>Price Change: 140%
B2 5,3,Midlands,B2 5<br>Price Change: 3%
B20 1,27,Midlands,B20 1<br>Price Change: 27%
B20 2,23,Midlands,B20 2<br>Price Change: 23%
B20 3,17,Midlands,B20 3<br>Price Change: 17%
B21 0,40,Midlands,B21 0<br>Price Change: 40%
B21 8,30,Midlands,B21 8<br>Price Change: 30%
B21 9,32,Midlands,B21 9<br>Price Change: 32%
B23 5,29,Midlands,B23 5<br>Price Change: 29%
B23 6,26,Midlands,B23 6<br>Price Change: 26%
B23 7,31,Midlands,B23 7<br>Price Change: 31%
B24 0,24,Midlands,B24 0<br>Price Change: 24%
B24 8,20,Midlands,B24 8<br>Price Change: 20%
B24 9,25,Midlands,B24 9<br>Price Change: 25%
B25 8,32,Midlands,B25 8<br>Price Change: 32%
B26 1,17,Midlands,B26 1<br>Price Change: 17%
B26 2,32,Midlands,B26 2<br>Price Change: 32%
B26 3,16,Midlands,B26 3<br>Price Change: 16%
B27 6,30,Midlands,B27 6<br>Price Change: 30%
B27 7,26,Midlands,B27 7<br>Price Change: 26%
B28 0,20,Midlands,B28 0<br>Price Change: 20%
B28 8,27,Midlands,B28 8<br>Price Change: 27%
B28 9,26,Midlands,B28 9<br>Price Change: 26%
B29 4,20,Midlands,B29 4<br>Price Change: 20%
B29 5,31,Midlands,B29 5<br>Price Change: 31%
B29 6,35,Midlands,B29 6<br>Price Change: 35%
B29 7,15,Midlands,B29 7<br>Price Change: 15%
B3 1,9,Midlands,B3 1<br>Price Change: 9%
B3 2,-5,Midlands,B3 2<br>Price Change: -5%
B30 1,27,Midlands,B30 1<br>Price Change: 27%
B30 2,29,Midlands,B30 2<br>Price Change: 29%
B30 3,21,Midlands,B30 3<br>Price Change: 21%
B31 1,18,Midlands,B31 1<br>Price Change: 18%
B31 2,18,Midlands,B31 2<br>Price Change: 18%
B31 3,8,Midlands,B31 3<br>Price Change: 8%
B31 4,27,Midlands,B31 4<br>Price Change: 27%
B31 5,23,Midlands,B31 5<br>Price Change: 23%
B32 1,20,Midlands,B32 1<br>Price Change: 20%
B32 2,21,Midlands,B32 2<br>Price Change: 21%
B32 3,33,Midlands,B32 3<br>Price Change: 33%
B32 4,21,Midlands,B32 4<br>Price Change: 21%
B33 0,27,Midlands,B33 0<br>Price Change: 27%
B33 8,27,Midlands,B33 8<br>Price Change: 27%
B33 9,29,Midlands,B33 9<br>Price Change: 29%
B34 6,49,Midlands,B34 6<br>Price Change: 49%
B34 7,25,Midlands,B34 7<br>Price Change: 25%
B35 6,26,Midlands,B35 6<br>Price Change: 26%
B35 7,37,Midlands,B35 7<br>Price Change: 37%
B36 0,27,Midlands,B36 0<br>Price Change: 27%
B36 8,35,Midlands,B36 8<br>Price Change: 35%
B36 9,17,Midlands,B36 9<br>Price Change: 17%
B37 5,25,Midlands,B37 5<br>Price Change: 25%
B37 6,15,Midlands,B37 6<br>Price Change: 15%
B37 7,25,Midlands,B37 7<br>Price Change: 25%
B38 0,28,Midlands,B38 0<br>Price Change: 28%
B38 8,26,Midlands,B38 8<br>Price Change: 26%
B38 9,20,Midlands,B38 9<br>Price Change: 20%
B4 6,3,Midlands,B4 6<br>Price Change: 3%
B42 1,22,Midlands,B42 1<br>Price Change: 22%
B42 2,23,Midlands,B42 2<br>Price Change: 23%
B43 5,22,Midlands,B43 5<br>Price Change: 22%
B43 6,18,Midlands,B43 6<br>Price Change: 18%
B43 7,25,Midlands,B43 7<br>Price Change: 25%
B44 0,26,Midlands,B44 0<br>Price Change: 26%
B44 8,26,Midlands,B44 8<br>Price Change: 26%
B44 9,22,Midlands,B44 9<br>Price Change: 22%
B45 0,28,Midlands,B45 0<br>Price Change: 28%
B45 8,15,Midlands,B45 8<br>Price Change: 15%
B45 9,16,Midlands,B45 9<br>Price Change: 16%
B46 1,26,Midlands,B46 1<br>Price Change: 26%
B46 2,16,Midlands,B46 2<br>Price Change: 16%
B46 3,25,Midlands,B46 3<br>Price Change: 25%
B47 5,23,Midlands,B47 5<br>Price Change: 23%
B47 6,23,Midlands,B47 6<br>Price Change: 23%
B48 7,8,Midlands,B48 7<br>Price Change: 8%
B49 5,23,Midlands,B49 5<br>Price Change: 23%
B49 6,16,Midlands,B49 6<br>Price Change: 16%
B5 4,156,Midlands,B5 4<br>Price Change: 156%
B5 7,13,Midlands,B5 7<br>Price Change: 13%
B50 4,11,Midlands,B50 4<br>Price Change: 11%
B6 4,5,Midlands,B6 4<br>Price Change: 5%
B6 5,8,Midlands,B6 5<br>Price Change: 8%
B6 6,31,Midlands,B6 6<br>Price Change: 31%
B6 7,38,Midlands,B6 7<br>Price Change: 38%
B60 1,14,Midlands,B60 1<br>Price Change: 14%
B60 2,11,Midlands,B60 2<br>Price Change: 11%
B60 3,31,Midlands,B60 3<br>Price Change: 31%
B60 4,13,Midlands,B60 4<br>Price Change: 13%
B61 0,2,Midlands,B61 0<br>Price Change: 2%
B61 7,27,Midlands,B61 7<br>Price Change: 27%
B61 8,30,Midlands,B61 8<br>Price Change: 30%
B61 9,19,Midlands,B61 9<br>Price Change: 19%
B62 0,29,Midlands,B62 0<br>Price Change: 29%
B62 8,43,Midlands,B62 8<br>Price Change: 43%
B62 9,16,Midlands,B62 9<br>Price Change: 16%
B63 1,17,Midlands,B63 1<br>Price Change: 17%
B63 2,16,Midlands,B63 2<br>Price Change: 16%
B63 3,17,Midlands,B63 3<br>Price Change: 17%
B63 4,10,Midlands,B63 4<br>Price Change: 10%
B64 5,20,Midlands,B64 5<br>Price Change: 20%
B64 6,68,Midlands,B64 6<br>Price Change: 68%
B64 7,10,Midlands,B64 7<br>Price Change: 10%
B65 0,32,Midlands,B65 0<br>Price Change: 32%
B65 8,24,Midlands,B65 8<br>Price Change: 24%
B65 9,21,Midlands,B65 9<br>Price Change: 21%
B66 1,83,Midlands,B66 1<br>Price Change: 83%
B66 2,13,Midlands,B66 2<br>Price Change: 13%
B66 3,23,Midlands,B66 3<br>Price Change: 23%
B66 4,21,Midlands,B66 4<br>Price Change: 21%
B67 5,23,Midlands,B67 5<br>Price Change: 23%
B67 6,37,Midlands,B67 6<br>Price Change: 37%
B67 7,20,Midlands,B67 7<br>Price Change: 20%
B68 0,22,Midlands,B68 0<br>Price Change: 22%
B68 8,24,Midlands,B68 8<br>Price Change: 24%
B68 9,20,Midlands,B68 9<br>Price Change: 20%
B69 1,28,Midlands,B69 1<br>Price Change: 28%
B69 2,1,Midlands,B69 2<br>Price Change: 1%
B69 3,84,Midlands,B69 3<br>Price Change: 84%
B69 4,28,Midlands,B69 4<br>Price Change: 28%
B7 4,35,Midlands,B7 4<br>Price Change: 35%
B7 5,33,Midlands,B7 5<br>Price Change: 33%
B70 0,23,Midlands,B70 0<br>Price Change: 23%
B70 6,25,Midlands,B70 6<br>Price Change: 25%
B70 7,46,Midlands,B70 7<br>Price Change: 46%
B70 8,43,Midlands,B70 8<br>Price Change: 43%
B70 9,38,Midlands,B70 9<br>Price Change: 38%
B71 1,-3,Midlands,B71 1<br>Price Change: -3%
B71 2,33,Midlands,B71 2<br>Price Change: 33%
B71 3,47,Midlands,B71 3<br>Price Change: 47%
B71 4,27,Midlands,B71 4<br>Price Change: 27%
B72 1,29,Midlands,B72 1<br>Price Change: 29%
B73 5,15,Midlands,B73 5<br>Price Change: 15%
B73 6,24,Midlands,B73 6<br>Price Change: 24%
B74 2,0,Midlands,B74 2<br>Price Change: 0%
B74 3,19,Midlands,B74 3<br>Price Change: 19%
B74 4,11,Midlands,B74 4<br>Price Change: 11%
B75 5,14,Midlands,B75 5<br>Price Change: 14%
B75 6,26,Midlands,B75 6<br>Price Change: 26%
B75 7,19,Midlands,B75 7<br>Price Change: 19%
B76 0,138,Midlands,B76 0<br>Price Change: 138%
B76 1,18,Midlands,B76 1<br>Price Change: 18%
B76 2,17,Midlands,B76 2<br>Price Change: 17%
B76 9,24,Midlands,B76 9<br>Price Change: 24%
B77 1,8,Midlands,B77 1<br>Price Change: 8%
B77 2,12,Midlands,B77 2<br>Price Change: 12%
B77 3,22,Midlands,B77 3<br>Price Change: 22%
B77 4,13,Midlands,B77 4<br>Price Change: 13%
B77 5,32,Midlands,B77 5<br>Price Change: 32%
B78 1,22,Midlands,B78 1<br>Price Change: 22%
B78 2,2,Midlands,B78 2<br>Price Change: 2%
B78 3,6,Midlands,B78 3<br>Price Change: 6%
B79 0,27,Midlands,B79 0<br>Price Change: 27%
B79 7,24,Midlands,B79 7<br>Price Change: 24%
B79 8,12,Midlands,B79 8<br>Price Change: 12%
B79 9,28,Midlands,B79 9<br>Price Change: 28%
B8 1,33,Midlands,B8 1<br>Price Change: 33%
