Year,Sector,Price,Volume,Region,text
2006,AL1 1,308000,264,South East,AL1 1<br>Avg. Price: 308K<br>Sales Volume: 264
2006,AL1 2,287000,143,South East,AL1 2<br>Avg. Price: 287K<br>Sales Volume: 143
2006,AL1 3,312000,111,South East,AL1 3<br>Avg. Price: 312K<br>Sales Volume: 111
2006,AL1 4,400000,221,South East,AL1 4<br>Avg. Price: 400K<br>Sales Volume: 221
2006,AL1 5,261000,271,South East,AL1 5<br>Avg. Price: 261K<br>Sales Volume: 271
2006,AL10 0,175000,164,South East,AL10 0<br>Avg. Price: 175K<br>Sales Volume: 164
2006,AL10 8,183000,202,South East,AL10 8<br>Avg. Price: 183K<br>Sales Volume: 202
2006,AL10 9,255000,335,South East,AL10 9<br>Avg. Price: 255K<br>Sales Volume: 335
2006,AL2 1,281000,317,South East,AL2 1<br>Avg. Price: 281K<br>Sales Volume: 317
2006,AL2 2,291000,124,South East,AL2 2<br>Avg. Price: 291K<br>Sales Volume: 124
2006,AL2 3,345000,165,South East,AL2 3<br>Avg. Price: 345K<br>Sales Volume: 165
2006,AL3 4,402000,127,South East,AL3 4<br>Avg. Price: 402K<br>Sales Volume: 127
2006,AL3 5,324000,265,South East,AL3 5<br>Avg. Price: 324K<br>Sales Volume: 265
2006,AL3 6,296000,63,South East,AL3 6<br>Avg. Price: 296K<br>Sales Volume: 63
2006,AL3 7,335000,126,South East,AL3 7<br>Avg. Price: 335K<br>Sales Volume: 126
2006,AL3 8,236000,131,South East,AL3 8<br>Avg. Price: 236K<br>Sales Volume: 131
2006,AL4 0,319000,194,South East,AL4 0<br>Avg. Price: 319K<br>Sales Volume: 194
2006,AL4 8,359000,141,South East,AL4 8<br>Avg. Price: 359K<br>Sales Volume: 141
2006,AL4 9,264000,261,South East,AL4 9<br>Avg. Price: 264K<br>Sales Volume: 261
2006,AL5 1,322000,195,South East,AL5 1<br>Avg. Price: 322K<br>Sales Volume: 195
2006,AL5 2,752000,123,South East,AL5 2<br>Avg. Price: 752K<br>Sales Volume: 123
2006,AL5 3,469000,145,South East,AL5 3<br>Avg. Price: 469K<br>Sales Volume: 145
2006,AL5 4,413000,168,South East,AL5 4<br>Avg. Price: 413K<br>Sales Volume: 168
2006,AL5 5,371000,195,South East,AL5 5<br>Avg. Price: 371K<br>Sales Volume: 195
2006,AL6 0,530000,145,South East,AL6 0<br>Avg. Price: 530K<br>Sales Volume: 145
2006,AL6 9,449000,103,South East,AL6 9<br>Avg. Price: 449K<br>Sales Volume: 103
2006,AL7 1,222000,158,South East,AL7 1<br>Avg. Price: 222K<br>Sales Volume: 158
2006,AL7 2,204000,185,South East,AL7 2<br>Avg. Price: 204K<br>Sales Volume: 185
2006,AL7 3,185000,174,South East,AL7 3<br>Avg. Price: 185K<br>Sales Volume: 174
2006,AL7 4,208000,360,South East,AL7 4<br>Avg. Price: 208K<br>Sales Volume: 360
2006,AL8 6,317000,113,South East,AL8 6<br>Avg. Price: 317K<br>Sales Volume: 113
2006,AL8 7,285000,117,South East,AL8 7<br>Avg. Price: 285K<br>Sales Volume: 117
2006,AL9 5,255000,47,South East,AL9 5<br>Avg. Price: 255K<br>Sales Volume: 47
2006,AL9 6,690000,18,South East,AL9 6<br>Avg. Price: 690K<br>Sales Volume: 18
2006,AL9 7,359000,137,South East,AL9 7<br>Avg. Price: 359K<br>Sales Volume: 137
2006,B1 1,192000,320,Midlands,B1 1<br>Avg. Price: 192K<br>Sales Volume: 320
2006,B1 2,160000,45,Midlands,B1 2<br>Avg. Price: 160K<br>Sales Volume: 45
2006,B1 3,158000,60,Midlands,B1 3<br>Avg. Price: 158K<br>Sales Volume: 60
2006,B10 0,116000,96,Midlands,B10 0<br>Avg. Price: 116K<br>Sales Volume: 96
2006,B10 9,129000,185,Midlands,B10 9<br>Avg. Price: 129K<br>Sales Volume: 185
2006,B11 1,115000,84,Midlands,B11 1<br>Avg. Price: 115K<br>Sales Volume: 84
2006,B11 2,116000,83,Midlands,B11 2<br>Avg. Price: 116K<br>Sales Volume: 83
2006,B11 3,125000,364,Midlands,B11 3<br>Avg. Price: 125K<br>Sales Volume: 364
2006,B11 4,179000,111,Midlands,B11 4<br>Avg. Price: 179K<br>Sales Volume: 111
2006,B12 0,151000,179,Midlands,B12 0<br>Avg. Price: 151K<br>Sales Volume: 179
2006,B12 8,132000,75,Midlands,B12 8<br>Avg. Price: 132K<br>Sales Volume: 75
2006,B12 9,132000,66,Midlands,B12 9<br>Avg. Price: 132K<br>Sales Volume: 66
2006,B13 0,161000,244,Midlands,B13 0<br>Avg. Price: 161K<br>Sales Volume: 244
2006,B13 8,246000,153,Midlands,B13 8<br>Avg. Price: 246K<br>Sales Volume: 153
2006,B13 9,205000,297,Midlands,B13 9<br>Avg. Price: 205K<br>Sales Volume: 297
2006,B14 4,131000,208,Midlands,B14 4<br>Avg. Price: 131K<br>Sales Volume: 208
2006,B14 5,131000,165,Midlands,B14 5<br>Avg. Price: 131K<br>Sales Volume: 165
2006,B14 6,155000,180,Midlands,B14 6<br>Avg. Price: 155K<br>Sales Volume: 180
2006,B14 7,184000,204,Midlands,B14 7<br>Avg. Price: 184K<br>Sales Volume: 204
2006,B15 1,400000,13,Midlands,B15 1<br>Avg. Price: 400K<br>Sales Volume: 13
2006,B15 2,252000,158,Midlands,B15 2<br>Avg. Price: 252K<br>Sales Volume: 158
2006,B15 3,417000,88,Midlands,B15 3<br>Avg. Price: 417K<br>Sales Volume: 88
2006,B16 0,144000,156,Midlands,B16 0<br>Avg. Price: 144K<br>Sales Volume: 156
2006,B16 8,182000,206,Midlands,B16 8<br>Avg. Price: 182K<br>Sales Volume: 206
2006,B16 9,196000,125,Midlands,B16 9<br>Avg. Price: 196K<br>Sales Volume: 125
2006,B17 0,194000,194,Midlands,B17 0<br>Avg. Price: 194K<br>Sales Volume: 194
2006,B17 8,251000,190,Midlands,B17 8<br>Avg. Price: 251K<br>Sales Volume: 190
2006,B17 9,237000,249,Midlands,B17 9<br>Avg. Price: 237K<br>Sales Volume: 249
2006,B18 4,91000,97,Midlands,B18 4<br>Avg. Price: 91K<br>Sales Volume: 97
2006,B18 5,110000,57,Midlands,B18 5<br>Avg. Price: 110K<br>Sales Volume: 57
2006,B18 6,174000,260,Midlands,B18 6<br>Avg. Price: 174K<br>Sales Volume: 260
2006,B18 7,95000,28,Midlands,B18 7<br>Avg. Price: 95K<br>Sales Volume: 28
2006,B19 1,119000,72,Midlands,B19 1<br>Avg. Price: 119K<br>Sales Volume: 72
2006,B19 2,96000,50,Midlands,B19 2<br>Avg. Price: 96K<br>Sales Volume: 50
2006,B19 3,114000,13,Midlands,B19 3<br>Avg. Price: 114K<br>Sales Volume: 13
2006,B2 4,94000,5,Midlands,B2 4<br>Avg. Price: 94K<br>Sales Volume: 5
