Sector,Percentage Change,Region
B31 1,7,Midlands
B31 2,-7,Midlands
B31 3,4,Midlands
B31 4,0,Midlands
B31 5,7,Midlands
B32 1,11,Midlands
B32 2,14,Midlands
B32 3,2,Midlands
B32 4,-7,Midlands
B33 0,2,Midlands
B33 8,7,Midlands
B33 9,3,Midlands
B34 6,2,Midlands
B34 7,-2,Midlands
B35 6,-5,Midlands
B35 7,-3,Midlands
B36 0,7,Midlands
B36 8,18,Midlands
B36 9,21,Midlands
B37 5,-5,Midlands
B37 6,8,Midlands
B37 7,4,Midlands
B38 0,-3,Midlands
B38 8,0,Midlands
B38 9,5,Midlands
B42 1,2,Midlands
B42 2,5,Midlands
B43 5,6,Midlands
B43 6,4,Midlands
B43 7,6,Midlands
B44 0,6,Midlands
B44 8,4,Midlands
B44 9,5,Midlands
B45 0,3,Midlands
B45 8,7,Midlands
B45 9,2,Midlands
B46 1,8,Midlands
B46 2,46,Midlands
B46 3,29,Midlands
B47 5,12,Midlands
B47 6,7,Midlands
B48 7,19,Midlands
B49 5,29,Midlands
B49 6,-13,Midlands
B5 6,-64,Midlands
B5 7,14,Midlands
B50 4,4,Midlands
B6 4,-24,Midlands
B6 5,100,Midlands
B6 6,6,Midlands
B6 7,7,Midlands
B60 1,8,Midlands
B60 2,0,Midlands
B60 3,0,Midlands
B60 4,-11,Midlands
B61 0,-8,Midlands
B61 7,-12,Midlands
B61 8,18,Midlands
B61 9,1,Midlands
B62 0,-4,Midlands
B62 8,7,Midlands
B62 9,6,Midlands
B63 1,3,Midlands
B63 2,2,Midlands
B63 3,14,Midlands
B63 4,12,Midlands
B64 5,2,Midlands
B64 6,3,Midlands
B64 7,17,Midlands
B65 0,11,Midlands
B65 8,-2,Midlands
B65 9,7,Midlands
B66 1,10,Midlands
B66 2,16,Midlands
B66 3,-6,Midlands
B66 4,0,Midlands
B67 5,9,Midlands
B67 6,0,Midlands
B67 7,12,Midlands
B68 0,8,Midlands
B68 8,0,Midlands
B68 9,2,Midlands
B69 1,-2,Midlands
B69 2,-7,Midlands
B69 3,0,Midlands
B69 4,6,Midlands
B7 4,8,Midlands
B7 5,17,Midlands
B70 0,5,Midlands
B70 6,28,Midlands
B70 7,15,Midlands
B70 8,-6,Midlands
B70 9,0,Midlands
B71 1,0,Midlands
B71 2,-9,Midlands
B71 3,-4,Midlands
B71 4,13,Midlands
B72 1,1,Midlands
B73 5,11,Midlands
B73 6,12,Midlands
B74 2,-16,Midlands
B74 3,11,Midlands
B74 4,2,Midlands
B75 5,9,Midlands
B75 6,11,Midlands
B75 7,-5,Midlands
B76 0,91,Midlands
B76 1,4,Midlands
B76 2,22,Midlands
B76 9,51,Midlands
B77 1,12,Midlands
B77 2,9,Midlands
B77 3,0,Midlands
B77 4,9,Midlands
B77 5,0,Midlands
B78 1,0,Midlands
B78 2,7,Midlands
B78 3,3,Midlands
B79 0,28,Midlands
B79 7,4,Midlands
B79 8,8,Midlands
B79 9,-1,Midlands
B8 1,3,Midlands
B8 2,0,Midlands
B8 3,6,Midlands
B80 7,10,Midlands
B9 4,9,Midlands
B9 5,0,Midlands
B90 1,14,Midlands
B90 2,8,Midlands
B90 3,7,Midlands
B90 4,13,Midlands
B91 1,15,Midlands
B91 2,0,Midlands
B91 3,11,Midlands
B92 0,24,Midlands
B92 7,4,Midlands
B92 8,2,Midlands
B92 9,15,Midlands
B93 0,-3,Midlands
B93 8,-1,Midlands
B93 9,5,Midlands
B94 5,25,Midlands
B94 6,-11,Midlands
B95 5,39,Midlands
B95 6,-3,Midlands
B96 6,32,Midlands
B97 4,9,Midlands
B97 5,5,Midlands
B97 6,2,Midlands
B98 0,8,Midlands
B98 7,13,Midlands
B98 8,14,Midlands
B98 9,17,Midlands
BA1 1,5,South West
BA1 2,16,South West
BA1 3,14,South West
BA1 4,5,South West
BA1 5,1,South West
BA1 6,10,South West
BA1 7,2,South West
BA1 8,-2,South West
BA1 9,16,South West
BA10 0,21,South West
BA11 1,10,South West
BA11 2,3,South West
BA11 3,19,South West
BA11 4,15,South West
BA11 5,4,South West
BA11 6,-5,South West
BA12 0,27,South West
BA12 6,21,South West
BA12 7,49,South West
BA12 8,5,South West
BA12 9,3,South West
BA13 3,6,South West
BA13 4,7,South West
BA14 0,8,South West
BA14 6,13,South West
BA14 7,12,South West
BA14 8,-28,South West
BA14 9,1,South West
BA15 1,10,South West
BA15 2,19,South West
BA16 0,18,South West
BA16 9,2,South West
BA2 0,11,South West
BA2 1,4,South West
BA2 2,3,South West
BA2 3,-4,South West
BA2 4,-8,South West
BA2 5,-10,South West
BA2 6,23,South West
BA2 7,20,South West
BA2 8,-6,South West
BA2 9,-7,South West
BA20 1,-12,South West
BA20 2,3,South West
BA21 3,6,South West
BA21 4,9,South West
BA21 5,9,South West
BA22 7,20,South West
BA22 8,15,South West
BA22 9,2,South West
BA3 2,7,South West
BA3 3,9,South West
BA3 4,-6,South West
BA3 5,-2,South West
BA4 4,8,South West
BA4 5,16,South West
BA4 6,1,South West
BA5 1,0,South West
BA5 2,1,South West
BA5 3,7,South West
BA6 8,-15,South West
BA6 9,9,South West
BA7 7,9,South West
BA8 0,-4,South West
BA9 8,40,South West
BA9 9,12,South West
BB1 1,-7,North England
BB1 2,13,North England
BB1 3,-10,North England
BB1 4,-3,North England
BB1 5,0,North England
BB1 6,-4,North England
BB1 7,-7,North England
BB1 8,2,North England
BB1 9,19,North England
BB10 1,-7,North England
BB10 2,4,North England
BB10 3,19,North England
BB10 4,14,North England
BB11 1,-14,North England
BB11 2,11,North England
BB11 3,63,North England
BB11 4,17,North England
BB11 5,50,North England
BB12 0,6,North England
BB12 6,-2,North England
BB12 7,4,North England
BB12 8,20,North England
BB12 9,6,North England
BB18 5,5,North England
BB18 6,2,North England
BB2 1,-8,North England
BB2 2,-3,North England
BB2 3,7,North England
BB2 4,25,North England
BB2 5,-10,North England
BB2 6,15,North England
BB2 7,-10,North England
BB3 0,15,North England
BB3 1,0,North England
BB3 2,2,North England
BB3 3,5,North England
BB4 4,7,North England
BB4 5,7,North England
BB4 6,25,North England
BB4 7,14,North England
BB4 8,29,North England
BB4 9,10,North England
BB5 0,0,North England
BB5 1,-12,North England
BB5 2,17,North England
BB5 3,0,North England
BB5 4,5,North England
BB5 5,8,North England
BB5 6,5,North England
BB6 7,15,North England
BB6 8,7,North England
BB7 1,0,North England
BB7 2,-3,North England
BB7 3,25,North England
BB7 4,24,North England
BB7 9,0,North England
BB8 0,3,North England
BB8 7,11,North England
BB8 8,5,North England
BB8 9,38,North England
BB9 0,15,North England
BB9 5,29,North England
BB9 6,49,North England
BB9 7,0,North England
BB9 8,-8,North England
BB9 9,0,North England
BD1 2,-66,North England
BD1 3,42,North England
BD1 4,-42,North England
BD10 0,-2,North England
BD10 8,8,North England
BD10 9,13,North England
BD11 1,20,North England
BD11 2,2,North England
BD12 0,5,North England
BD12 7,-42,North England
BD12 8,-3,North England
BD12 9,9,North England
BD13 1,-10,North England
BD13 2,0,North England
BD13 3,9,North England
BD13 4,-6,North England
BD13 5,-13,North England
BD14 6,2,North England
BD15 0,3,North England
BD15 7,11,North England
BD15 8,40,North England
BD15 9,-5,North England
BD16 1,11,North England
BD16 2,-2,North England
BD16 3,17,North England
BD16 4,6,North England
BD17 5,-3,North England
BD17 6,-6,North England
BD17 7,11,North England
BD18 1,-4,North England
BD18 2,-3,North England
BD18 3,4,North England
BD18 4,0,North England
BD19 3,10,North England
BD19 4,6,North England
BD19 5,-2,North England
BD19 6,-8,North England
BD2 1,-2,North England
BD2 2,7,North England
BD2 3,8,North England
BD2 4,0,North England
BD20 0,2,North England
BD20 5,12,North England
BD20 6,12,North England
BD20 7,24,North England
BD20 8,-5,North England
BD20 9,0,North England
BD21 1,-3,North England
BD21 2,0,North England
BD21 3,15,North England
BD21 4,-10,North England
BD21 5,6,North England
BD22 0,8,North England
BD22 6,4,North England
BD22 7,6,North England
BD22 8,4,North England
BD22 9,-2,North England
BD23 1,13,North England
BD23 2,11,North England
BD23 3,26,North England
BD23 4,-5,North England
BD23 5,12,North England
BD23 6,-2,North England
BD24 0,16,North England
BD24 9,7,North England
BD3 0,-3,North England
BD3 7,6,North England
BD3 8,0,North England
BD3 9,5,North England
BD4 0,25,North England
BD4 6,-13,North England
BD4 7,3,North England
BD4 8,9,North England
BD4 9,8,North England
BD5 0,-17,North England
BD5 7,-8,North England
BD5 8,39,North England
BD5 9,-3,North England
BD6 1,5,North England
BD6 2,5,North England
BD6 3,5,North England
BD7 1,-12,North England
BD7 2,3,North England
BD7 3,11,North England
BD7 4,0,North England
BD8 0,0,North England
BD8 7,-2,North England
BD8 8,-10,North England
BD8 9,4,North England
BD9 4,11,North England
BD9 5,-4,North England
BD9 6,10,North England
BH1 1,16,South West
BH1 2,55,South West
BH1 3,4,South West
BH1 4,10,South West
BH10 4,13,South West
BH10 5,5,South West
BH10 6,6,South West
BH10 7,21,South West
BH11 8,17,South West
BH11 9,7,South West
BH12 1,9,South West
BH12 2,13,South West
BH12 3,17,South West
BH12 4,6,South West
BH12 5,14,South West
BH13 6,38,South West
BH13 7,22,South West
BH14 0,3,South West
BH14 8,16,South West
BH14 9,27,South West
BH15 1,9,South West
BH15 2,10,South West
BH15 3,15,South West
BH15 4,7,South West
BH16 5,20,South West
BH16 6,-1,South West
BH17 0,-39,South West
BH17 7,11,South West
BH17 8,10,South West
BH17 9,10,South West
BH18 8,22,South West
BH18 9,15,South West
BH19 1,9,South West
BH19 2,15,South West
BH19 3,25,South West
BH2 5,20,South West
BH2 6,0,South West
BH20 4,12,South West
BH20 5,11,South West
BH20 6,9,South West
BH20 7,23,South West
BH21 1,9,South West
BH21 2,11,South West
BH21 3,7,South West
BH21 4,18,South West
BH21 5,43,South West
BH21 6,5,South West
BH21 7,3,South West
BH21 8,49,South West
BH22 0,8,South West
BH22 8,22,South West
BH22 9,19,South West
BH23 1,10,South West
BH23 2,10,South West
BH23 3,8,South West
BH23 4,22,South West
BH23 5,16,South West
BH23 6,20,South West
BH23 7,20,South West
BH23 8,6,South West
BH24 1,11,South West
BH24 2,16,South West
BH24 3,13,South West
BH24 4,34,South West
BH25 5,6,South West
BH25 6,8,South West
BH25 7,7,South West
BH3 7,8,South West
BH31 6,4,South West
BH31 7,22,South West
BH4 8,21,South West
BH4 9,-6,South West
BH5 1,17,South West
BH5 2,11,South West
BH6 3,8,South West
BH6 4,14,South West
BH6 5,15,South West
BH7 6,15,South West
BH7 7,7,South West
BH8 0,9,South West
BH8 8,12,South West
BH8 9,21,South West
BH9 1,13,South West
BH9 2,19,South West
BH9 3,13,South West
BL0 0,-4,North England
BL0 9,3,North England
BL1 2,-9,North England
BL1 3,8,North England
BL1 4,6,North England
BL1 5,-1,North England
BL1 6,12,North England
BL1 7,9,North England
BL1 8,3,North England
BL2 1,-5,North England
BL2 2,7,North England
BL2 3,-2,North England
BL2 4,0,North England
BL2 5,2,North England
BL2 6,11,North England
BL3 1,5,North England
BL3 2,6,North England
BL3 3,18,North England
BL3 4,2,North England
BL3 5,-12,North England
BL3 6,19,North England
BL4 0,22,North England
BL4 7,3,North England
BL4 8,15,North England
BL4 9,-3,North England
BL5 1,-14,North England
BL5 2,0,North England
BL5 3,-2,North England
BL6 4,-5,North England
BL6 5,4,North England
BL6 6,6,North England
BL6 7,11,North England
BL7 0,3,North England
BL7 8,-6,North England
BL7 9,-3,North England
BL8 1,6,North England
BL8 2,6,North England
BL8 3,7,North England
BL8 4,20,North England
BL9 0,-9,North England
BL9 5,11,North England
BL9 6,-2,North England
BL9 7,18,North England
BL9 8,0,North England
BL9 9,-12,North England
BN1 1,45,South East
BN1 2,26,South East
BN1 3,16,South East
BN1 4,18,South East
BN1 5,5,South East
BN1 6,0,South East
BN1 7,19,South East
BN1 8,20,South East
BN1 9,19,South East
BN10 7,15,South East
BN10 8,15,South East
BN11 1,13,South East
BN11 2,13,South East
BN11 3,0,South East
BN11 4,13,South East
BN11 5,20,South East
BN12 4,10,South East
BN12 5,19,South East
BN12 6,12,South East
BN13 1,5,South East
BN13 2,12,South East
BN13 3,19,South East
BN14 0,13,South East
BN14 7,14,South East
BN14 8,13,South East
BN14 9,16,South East
BN15 0,15,South East
BN15 8,12,South East
BN15 9,21,South East
BN16 1,10,South East
BN16 2,17,South East
BN16 3,17,South East
BN16 4,26,South East
BN17 5,33,South East
BN17 6,17,South East
BN17 7,7,South East
BN18 0,8,South East
BN18 9,6,South East
BN2 0,12,South East
BN2 1,8,South East
BN2 2,-27,South East
BN2 3,12,South East
BN2 4,13,South East
BN2 5,19,South East
BN2 6,12,South East
BN2 7,11,South East
BN2 8,13,South East
BN2 9,15,South East
BN20 0,23,South East
BN20 7,12,South East
BN20 8,7,South East
BN20 9,10,South East
BN21 1,13,South East
BN21 2,15,South East
BN21 3,-4,South East
BN21 4,11,South East
BN22 0,3,South East
BN22 7,12,South East
BN22 8,13,South East
BN22 9,2,South East
BN23 5,50,South East
BN23 6,-10,South East
BN23 7,6,South East
BN23 8,7,South East
BN24 5,3,South East
BN24 6,30,South East
BN25 1,11,South East
BN25 2,14,South East
BN25 3,17,South East
BN25 4,7,South East
BN26 5,5,South East
BN26 6,15,South East
BN27 1,2,South East
BN27 2,17,South East
BN27 3,6,South East
BN27 4,25,South East
BN3 1,12,South East
BN3 2,10,South East
BN3 3,18,South East
BN3 4,6,South East
BN3 5,18,South East
BN3 6,13,South East
BN3 7,16,South East
BN3 8,20,South East
BN41 1,18,South East
BN41 2,8,South East
BN42 4,13,South East
BN43 5,13,South East
BN43 6,10,South East
BN44 3,10,South East
BN45 7,-9,South East
BN5 9,11,South East
BN6 8,5,South East
BN6 9,12,South East
BN7 1,2,South East
BN7 2,14,South East
BN7 3,13,South East
BN8 4,15,South East
BN8 5,8,South East
BN8 6,42,South East
BN9 0,19,South East
BN9 9,16,South East
BR1 1,41,Greater London
BR1 2,5,Greater London
BR1 3,2,Greater London
BR1 4,10,Greater London
BR1 5,7,Greater London
BR2 0,8,Greater London
BR2 6,7,Greater London
BR2 7,12,Greater London
BR2 8,20,Greater London
BR2 9,8,Greater London
BR3 1,-9,Greater London
BR3 3,14,Greater London
BR3 4,8,Greater London
BR3 5,6,Greater London
BR3 6,10,Greater London
BR4 0,14,Greater London
BR4 9,16,Greater London
BR5 1,9,Greater London
BR5 2,8,Greater London
BR5 3,2,Greater London
BR5 4,23,Greater London
BR6 0,6,Greater London
BR6 6,13,Greater London
BR6 7,-2,Greater London
BR6 8,5,Greater London
BR6 9,15,Greater London
BR7 5,-4,Greater London
BR7 6,14,Greater London
BR8 7,5,Greater London
BR8 8,13,Greater London
BS1 3,-50,South West
BS1 4,29,South West
BS1 5,-14,South West
BS1 6,16,South West
BS10 5,8,South West
BS10 6,13,South West
BS10 7,25,South West
BS11 0,10,South West
BS11 9,14,South West
BS13 0,6,South West
BS13 7,8,South West
BS13 8,27,South West
BS13 9,6,South West
BS14 0,5,South West
BS14 8,2,South West
BS14 9,8,South West
BS15 1,7,South West
BS15 3,5,South West
BS15 4,8,South West
BS15 8,0,South West
BS15 9,6,South West
BS16 1,16,South West
BS16 2,5,South West
BS16 3,9,South West
BS16 4,7,South West
BS16 5,2,South West
BS16 6,6,South West
BS16 7,8,South West
BS16 9,5,South West
BS19 5,43,South West
BS2 0,31,South West
BS2 8,38,South West
BS2 9,11,South West
BS20 0,23,South West
BS20 6,3,South West
BS20 7,24,South West
BS20 8,8,South West
BS21 5,6,South West
BS21 6,18,South West
BS21 7,1,South West
BS22 6,12,South West
BS22 7,4,South West
BS22 8,4,South West
BS22 9,11,South West
BS23 1,29,South West
BS23 2,-5,South West
BS23 3,2,South West
BS23 4,25,South West
BS24 0,-10,South West
BS24 6,26,South West
BS24 7,0,South West
BS24 8,12,South West
BS24 9,16,South West
BS25 1,10,South West
BS25 5,14,South West
BS26 2,7,South West
BS27 3,0,South West
BS28 4,11,South West
BS29 6,6,South West
BS3 1,15,South West
BS3 2,19,South West
BS3 3,11,South West
BS3 4,8,South West
BS3 5,8,South West
BS30 5,4,South West
BS30 6,6,South West
BS30 7,2,South West
BS30 8,6,South West
BS30 9,12,South West
BS31 1,11,South West
BS31 2,14,South West
BS31 3,12,South West
BS32 0,13,South West
BS32 4,6,South West
BS32 8,6,South West
BS32 9,0,South West
BS34 5,8,South West
BS34 6,13,South West
BS34 7,11,South West
BS34 8,16,South West
BS35 1,8,South West
BS35 2,3,South West
BS35 3,6,South West
BS35 4,13,South West
BS35 5,58,South West
BS36 1,9,South West
BS36 2,13,South West
BS37 4,8,South West
BS37 5,2,South West
BS37 6,20,South West
BS37 7,1,South West
BS37 8,13,South West
BS37 9,7,South West
BS39 4,17,South West
BS39 5,3,South West
BS39 6,9,South West
BS39 7,8,South West
BS4 1,7,South West
BS4 2,14,South West
BS4 3,7,South West
BS4 4,8,South West
BS4 5,17,South West
BS40 5,12,South West
BS40 6,1,South West
BS40 7,12,South West
BS40 8,11,South West
BS40 9,20,South West
BS41 8,29,South West
BS41 9,13,South West
BS48 1,7,South West
BS48 2,10,South West
BS48 3,-6,South West
BS48 4,6,South West
BS49 4,10,South West
BS49 5,-3,South West
BS5 0,3,South West
BS5 6,12,South West
BS5 7,11,South West
BS5 8,4,South West
BS5 9,0,South West
BS6 5,7,South West
BS6 6,9,South West
BS6 7,16,South West
BS7 0,8,South West
BS7 8,14,South West
BS7 9,21,South West
BS8 1,25,South West
BS8 2,6,South West
BS8 3,34,South West
BS8 4,22,South West
BS9 1,21,South West
BS9 2,21,South West
BS9 3,14,South West
BS9 4,14,South West
CA1 1,0,North England
CA1 2,6,North England
CA1 3,-2,North England
CA10 1,-5,North England
CA10 2,-18,North England
CA10 3,25,North England
CA11 0,-4,North England
CA11 7,2,North England
CA11 8,5,North England
CA11 9,4,North England
CA12 4,4,North England
CA12 5,20,North England
CA13 0,-5,North England
CA13 9,7,North England
CA14 1,2,North England
CA14 2,7,North England
CA14 3,0,North England
CA14 4,11,North England
CA14 5,-3,North England
CA15 6,5,North England
CA15 7,2,North England
CA15 8,-22,North England
CA16 6,19,North England
CA17 4,31,North England
CA18 1,22,North England
CA19 1,0,North England
CA2 4,11,North England
CA2 5,3,North England
CA2 6,7,North England
CA2 7,-2,North England
CA20 1,4,North England
CA21 2,16,North England
CA22 2,-11,North England
CA23 3,2,North England
CA24 3,6,North England
CA25 5,20,North England
CA26 3,-2,North England
CA27 0,-18,North England
CA28 6,-6,North England
CA28 7,7,North England
CA28 8,5,North England
CA28 9,10,North England
CA3 0,8,North England
CA3 8,16,North England
CA3 9,4,North England
CA4 0,5,North England
CA4 8,-3,North England
CA4 9,3,North England
CA5 6,9,North England
CA5 7,14,North England
CA6 4,17,North England
CA6 5,0,North England
CA6 6,7,North England
CA7 0,9,North England
CA7 1,22,North England
CA7 2,12,North England
CA7 3,0,North England
CA7 4,22,North England
CA7 5,-7,North England
CA7 8,56,North England
CA7 9,4,North England
CA8 1,2,North England
CA8 2,-10,North England
CA8 7,-30,North England
CA8 9,9,North England
CA9 3,27,North England
CB1 1,19,Midlands
CB1 2,14,Midlands
CB1 3,17,Midlands
CB1 7,14,Midlands
CB1 8,11,Midlands
CB1 9,4,Midlands
CB10 1,26,Midlands
CB10 2,30,Midlands
CB11 3,3,Midlands
CB11 4,26,Midlands
CB2 0,89,Midlands
CB2 1,27,Midlands
CB2 2,43,Midlands
CB2 4,-3,Midlands
CB2 7,-14,Midlands
CB2 8,12,Midlands
CB2 9,14,Midlands
CB21 4,7,Midlands
CB21 5,12,Midlands
CB21 6,2,Midlands
CB22 3,2,Midlands
CB22 4,16,Midlands
CB22 5,21,Midlands
CB22 6,49,Midlands
CB22 7,31,Midlands
CB23 1,12,Midlands
CB23 2,18,Midlands
CB23 3,13,Midlands
CB23 4,67,Midlands
CB23 7,-2,Midlands
CB23 8,8,Midlands
CB24 3,10,Midlands
CB24 4,17,Midlands
CB24 5,6,Midlands
CB24 6,15,Midlands
CB24 8,8,Midlands
CB24 9,20,Midlands
CB25 0,27,Midlands
CB25 9,11,Midlands
CB3 0,4,Midlands
CB3 9,19,Midlands
CB4 1,22,Midlands
CB4 2,2,Midlands
CB4 3,11,Midlands
CB5 0,40,Midlands
CB5 8,28,Midlands
CB6 1,15,Midlands
CB6 2,10,Midlands
CB6 3,7,Midlands
CB7 4,10,Midlands
CB7 5,13,Midlands
CB8 0,11,Midlands
CB8 7,24,Midlands
CB8 8,8,Midlands
CB8 9,17,Midlands
CB9 0,9,Midlands
CB9 7,7,Midlands
CB9 8,5,Midlands
CB9 9,18,Midlands
CF1 7,76,Wales
CF1 9,-65,Wales
CF10 1,-35,Wales
CF10 3,8,Wales
CF10 4,4,Wales
CF10 5,15,Wales
CF11 6,-2,Wales
CF11 7,7,Wales
CF11 8,0,Wales
CF11 9,16,Wales
CF14 0,13,Wales
CF14 1,13,Wales
CF14 2,9,Wales
CF14 3,5,Wales
CF14 4,10,Wales
CF14 5,24,Wales
CF14 6,9,Wales
CF14 7,-3,Wales
CF14 9,5,Wales
CF15 7,5,Wales
CF15 8,1,Wales
CF15 9,4,Wales
CF23 5,13,Wales
CF23 6,24,Wales
CF23 7,2,Wales
CF23 8,5,Wales
CF23 9,2,Wales
CF24 0,5,Wales
CF24 1,12,Wales
CF24 2,5,Wales
CF24 3,8,Wales
CF24 4,14,Wales
CF3 0,4,Wales
CF3 1,10,Wales
CF3 2,10,Wales
CF3 3,2,Wales
CF3 4,2,Wales
CF3 5,14,Wales
CF3 6,2,Wales
CF31 1,20,Wales
CF31 2,6,Wales
CF31 3,-15,Wales
CF31 4,-5,Wales
CF32 0,9,Wales
CF32 7,-15,Wales
CF32 8,0,Wales
CF32 9,-4,Wales
CF33 4,4,Wales
CF33 6,6,Wales
CF34 0,-12,Wales
CF34 9,8,Wales
CF35 5,7,Wales
CF35 6,13,Wales
CF36 3,3,Wales
CF36 5,10,Wales
CF37 1,12,Wales
CF37 2,-10,Wales
CF37 3,0,Wales
CF37 4,3,Wales
CF37 5,9,Wales
CF38 1,-5,Wales
CF38 2,2,Wales
CF39 0,0,Wales
CF39 8,7,Wales
CF39 9,-17,Wales
CF40 1,-10,Wales
CF40 2,0,Wales
CF41 7,-6,Wales
CF42 5,-8,Wales
CF42 6,43,Wales
CF43 3,-4,Wales
CF43 4,4,Wales
CF44 0,14,Wales
CF44 6,-4,Wales
CF44 7,-6,Wales
CF44 8,21,Wales
CF44 9,-8,Wales
CF45 3,-10,Wales
CF45 4,-3,Wales
CF46 5,8,Wales
CF46 6,5,Wales
CF47 0,-8,Wales
CF47 8,0,Wales
CF47 9,24,Wales
CF48 1,-2,Wales
CF48 2,5,Wales
CF48 3,0,Wales
CF48 4,22,Wales
CF5 1,9,Wales
CF5 2,13,Wales
CF5 3,7,Wales
CF5 4,13,Wales
CF5 5,-13,Wales
CF5 6,3,Wales
CF61 1,7,Wales
CF61 2,-3,Wales
CF62 3,11,Wales
CF62 4,31,Wales
CF62 5,-15,Wales
CF62 6,6,Wales
CF62 7,2,Wales
CF62 8,6,Wales
CF62 9,2,Wales
CF63 1,0,Wales
CF63 2,-8,Wales
CF63 3,-6,Wales
CF63 4,19,Wales
CF64 1,7,Wales
CF64 2,10,Wales
CF64 3,10,Wales
CF64 4,21,Wales
CF64 5,14,Wales
CF71 7,17,Wales
CF72 8,9,Wales
CF72 9,4,Wales
CF81 8,0,Wales
CF81 9,3,Wales
CF82 7,26,Wales
CF82 8,16,Wales
CF83 1,-3,Wales
CF83 2,6,Wales
CF83 3,10,Wales
CF83 4,10,Wales
CF83 8,22,Wales
CH1 1,23,North England
CH1 2,-2,North England
CH1 3,5,North England
CH1 4,10,North England
CH1 5,2,North England
CH1 6,-5,North England
CH2 1,17,North England
CH2 2,5,North England
CH2 3,-12,North England
CH2 4,3,North England
CH3 5,-1,North England
CH3 6,11,North England
CH3 7,1,North England
CH3 8,3,North England
CH3 9,22,North England
CH4 0,12,North England
CH4 7,3,North England
CH4 8,5,North England
CH4 9,29,North England
CH41 0,28,North England
CH41 2,0,North England
CH41 3,-40,North England
CH41 4,-5,North England
CH41 5,-18,North England
CH41 6,-18,North England
CH41 7,-10,North England
CH41 8,0,North England
CH41 9,0,North England
CH42 0,0,North England
CH42 1,4,North England
CH42 2,23,North England
CH42 3,4,North England
CH42 4,8,North England
CH42 5,-4,North England
CH42 6,19,North England
CH42 7,3,North England
CH42 8,20,North England
CH42 9,12,North England
CH43 0,5,North England
CH43 1,5,North England
CH43 2,8,North England
CH43 3,7,North England
CH43 4,7,North England
CH43 5,-11,North England
CH43 6,23,North England
CH43 7,-18,North England
CH43 8,-4,North England
CH43 9,17,North England
CH44 0,-9,North England
CH44 1,0,North England
CH44 2,-4,North England
CH44 3,14,North England
CH44 4,0,North England
CH44 5,-3,North England
CH44 6,4,North England
CH44 7,0,North England
CH44 8,15,North England
CH44 9,4,North England
CH45 0,-16,North England
CH45 1,0,North England
CH45 2,-2,North England
CH45 3,-4,North England
CH45 4,0,North England
CH45 5,7,North England
CH45 6,0,North England
CH45 7,19,North England
CH45 8,2,North England
CH45 9,-9,North England
CH46 0,0,North England
CH46 1,37,North England
CH46 2,3,North England
CH46 3,15,North England
CH46 5,9,North England
CH46 6,4,North England
CH46 7,-29,North England
CH46 8,15,North England
CH46 9,11,North England
CH47 0,-18,North England
CH47 1,8,North England
CH47 2,15,North England
CH47 3,-14,North England
CH47 4,-4,North England
