Year,Sector,Price,Volume,Region,text
2000,AL1 1,181000,190,South East,AL1 1<br>Avg. Price: 181K<br>Sales Volume: 190
2000,AL1 2,151000,123,South East,AL1 2<br>Avg. Price: 151K<br>Sales Volume: 123
2000,AL1 3,181000,121,South East,AL1 3<br>Avg. Price: 181K<br>Sales Volume: 121
2000,AL1 4,253000,177,South East,AL1 4<br>Avg. Price: 253K<br>Sales Volume: 177
2000,AL1 5,144000,218,South East,AL1 5<br>Avg. Price: 144K<br>Sales Volume: 218
2000,AL10 0,91000,152,South East,AL10 0<br>Avg. Price: 91K<br>Sales Volume: 152
2000,AL10 8,107000,198,South East,AL10 8<br>Avg. Price: 107K<br>Sales Volume: 198
2000,AL10 9,115000,138,South East,AL10 9<br>Avg. Price: 115K<br>Sales Volume: 138
2000,AL2 1,130000,185,South East,AL2 1<br>Avg. Price: 130K<br>Sales Volume: 185
2000,AL2 2,170000,108,South East,AL2 2<br>Avg. Price: 170K<br>Sales Volume: 108
2000,AL2 3,206000,141,South East,AL2 3<br>Avg. Price: 206K<br>Sales Volume: 141
2000,AL3 4,244000,105,South East,AL3 4<br>Avg. Price: 244K<br>Sales Volume: 105
2000,AL3 5,217000,224,South East,AL3 5<br>Avg. Price: 217K<br>Sales Volume: 224
2000,AL3 6,189000,50,South East,AL3 6<br>Avg. Price: 189K<br>Sales Volume: 50
2000,AL3 7,227000,130,South East,AL3 7<br>Avg. Price: 227K<br>Sales Volume: 130
2000,AL3 8,169000,85,South East,AL3 8<br>Avg. Price: 169K<br>Sales Volume: 85
2000,AL4 0,219000,337,South East,AL4 0<br>Avg. Price: 219K<br>Sales Volume: 337
2000,AL4 8,216000,109,South East,AL4 8<br>Avg. Price: 216K<br>Sales Volume: 109
2000,AL4 9,153000,234,South East,AL4 9<br>Avg. Price: 153K<br>Sales Volume: 234
2000,AL5 1,216000,140,South East,AL5 1<br>Avg. Price: 216K<br>Sales Volume: 140
2000,AL5 2,398000,82,South East,AL5 2<br>Avg. Price: 398K<br>Sales Volume: 82
2000,AL5 3,266000,83,South East,AL5 3<br>Avg. Price: 266K<br>Sales Volume: 83
2000,AL5 4,221000,130,South East,AL5 4<br>Avg. Price: 221K<br>Sales Volume: 130
2000,AL5 5,200000,188,South East,AL5 5<br>Avg. Price: 200K<br>Sales Volume: 188
2000,AL6 0,300000,119,South East,AL6 0<br>Avg. Price: 300K<br>Sales Volume: 119
2000,AL6 9,234000,85,South East,AL6 9<br>Avg. Price: 234K<br>Sales Volume: 85
2000,AL7 1,107000,95,South East,AL7 1<br>Avg. Price: 107K<br>Sales Volume: 95
2000,AL7 2,112000,198,South East,AL7 2<br>Avg. Price: 112K<br>Sales Volume: 198
2000,AL7 3,97000,164,South East,AL7 3<br>Avg. Price: 97K<br>Sales Volume: 164
2000,AL7 4,127000,104,South East,AL7 4<br>Avg. Price: 127K<br>Sales Volume: 104
2000,AL8 6,183000,97,South East,AL8 6<br>Avg. Price: 183K<br>Sales Volume: 97
2000,AL8 7,189000,132,South East,AL8 7<br>Avg. Price: 189K<br>Sales Volume: 132
2000,AL9 5,153000,52,South East,AL9 5<br>Avg. Price: 153K<br>Sales Volume: 52
2000,AL9 6,764000,14,South East,AL9 6<br>Avg. Price: 764K<br>Sales Volume: 14
2000,AL9 7,234000,127,South East,AL9 7<br>Avg. Price: 234K<br>Sales Volume: 127
2000,B1 1,184000,41,Midlands,B1 1<br>Avg. Price: 184K<br>Sales Volume: 41
2000,B1 2,144000,58,Midlands,B1 2<br>Avg. Price: 144K<br>Sales Volume: 58
