Year,Sector,Price,Volume,Region,text
1995,AL1 1,90000,164,South East,AL1 1<br>Avg. Price: 90K<br>Sales Volume: 164
1995,AL1 2,81000,70,South East,AL1 2<br>Avg. Price: 81K<br>Sales Volume: 70
1995,AL1 3,89000,94,South East,AL1 3<br>Avg. Price: 89K<br>Sales Volume: 94
1995,AL1 4,128000,180,South East,AL1 4<br>Avg. Price: 128K<br>Sales Volume: 180
1995,AL1 5,73000,173,South East,AL1 5<br>Avg. Price: 73K<br>Sales Volume: 173
1995,AL10 0,60000,146,South East,AL10 0<br>Avg. Price: 60K<br>Sales Volume: 146
1995,AL10 8,64000,130,South East,AL10 8<br>Avg. Price: 64K<br>Sales Volume: 130
1995,AL10 9,65000,95,South East,AL10 9<br>Avg. Price: 65K<br>Sales Volume: 95
1995,AL2 1,70000,139,South East,AL2 1<br>Avg. Price: 70K<br>Sales Volume: 139
1995,AL2 2,95000,78,South East,AL2 2<br>Avg. Price: 95K<br>Sales Volume: 78
1995,AL2 3,106000,159,South East,AL2 3<br>Avg. Price: 106K<br>Sales Volume: 159
1995,AL3 4,134000,104,South East,AL3 4<br>Avg. Price: 134K<br>Sales Volume: 104
1995,AL3 5,105000,143,South East,AL3 5<br>Avg. Price: 105K<br>Sales Volume: 143
1995,AL3 6,94000,50,South East,AL3 6<br>Avg. Price: 94K<br>Sales Volume: 50
1995,AL3 7,113000,63,South East,AL3 7<br>Avg. Price: 113K<br>Sales Volume: 63
1995,AL3 8,87000,88,South East,AL3 8<br>Avg. Price: 87K<br>Sales Volume: 88
1995,AL4 0,91000,90,South East,AL4 0<br>Avg. Price: 91K<br>Sales Volume: 90
1995,AL4 8,130000,94,South East,AL4 8<br>Avg. Price: 130K<br>Sales Volume: 94
1995,AL4 9,88000,190,South East,AL4 9<br>Avg. Price: 88K<br>Sales Volume: 190
1995,AL5 1,111000,98,South East,AL5 1<br>Avg. Price: 111K<br>Sales Volume: 98
1995,AL5 2,220000,99,South East,AL5 2<br>Avg. Price: 220K<br>Sales Volume: 99
1995,AL5 3,133000,77,South East,AL5 3<br>Avg. Price: 133K<br>Sales Volume: 77
1995,AL5 4,129000,161,South East,AL5 4<br>Avg. Price: 129K<br>Sales Volume: 161
1995,AL5 5,107000,174,South East,AL5 5<br>Avg. Price: 107K<br>Sales Volume: 174
1995,AL6 0,172000,91,South East,AL6 0<br>Avg. Price: 172K<br>Sales Volume: 91
1995,AL6 9,137000,82,South East,AL6 9<br>Avg. Price: 137K<br>Sales Volume: 82
1995,AL7 1,64000,73,South East,AL7 1<br>Avg. Price: 64K<br>Sales Volume: 73
1995,AL7 2,71000,147,South East,AL7 2<br>Avg. Price: 71K<br>Sales Volume: 147
1995,AL7 3,68000,115,South East,AL7 3<br>Avg. Price: 68K<br>Sales Volume: 115
1995,AL7 4,74000,86,South East,AL7 4<br>Avg. Price: 74K<br>Sales Volume: 86
1995,AL8 6,93000,138,South East,AL8 6<br>Avg. Price: 93K<br>Sales Volume: 138
1995,AL8 7,113000,92,South East,AL8 7<br>Avg. Price: 113K<br>Sales Volume: 92
1995,AL9 5,80000,38,South East,AL9 5<br>Avg. Price: 80K<br>Sales Volume: 38
1995,AL9 6,211000,14,South East,AL9 6<br>Avg. Price: 211K<br>Sales Volume: 14
1995,AL9 7,126000,99,South East,AL9 7<br>Avg. Price: 126K<br>Sales Volume: 99
1995,B1 1,16000,2,Midlands,B1 1<br>Avg. Price: 16K<br>Sales Volume: 2
1995,B1 2,32000,7,Midlands,B1 2<br>Avg. Price: 32K<br>Sales Volume: 7
1995,B1 3,52000,34,Midlands,B1 3<br>Avg. Price: 52K<br>Sales Volume: 34
1995,B10 0,37000,47,Midlands,B10 0<br>Avg. Price: 37K<br>Sales Volume: 47
1995,B10 9,37000,129,Midlands,B10 9<br>Avg. Price: 37K<br>Sales Volume: 129
1995,B11 1,33000,67,Midlands,B11 1<br>Avg. Price: 33K<br>Sales Volume: 67
1995,B11 2,34000,40,Midlands,B11 2<br>Avg. Price: 34K<br>Sales Volume: 40
1995,B11 3,36000,182,Midlands,B11 3<br>Avg. Price: 36K<br>Sales Volume: 182
1995,B11 4,45000,100,Midlands,B11 4<br>Avg. Price: 45K<br>Sales Volume: 100
1995,B12 0,52000,6,Midlands,B12 0<br>Avg. Price: 52K<br>Sales Volume: 6
1995,B12 8,35000,59,Midlands,B12 8<br>Avg. Price: 35K<br>Sales Volume: 59
1995,B12 9,43000,50,Midlands,B12 9<br>Avg. Price: 43K<br>Sales Volume: 50
1995,B13 0,57000,139,Midlands,B13 0<br>Avg. Price: 57K<br>Sales Volume: 139
1995,B13 8,78000,123,Midlands,B13 8<br>Avg. Price: 78K<br>Sales Volume: 123
1995,B13 9,65000,205,Midlands,B13 9<br>Avg. Price: 65K<br>Sales Volume: 205
1995,B14 4,42000,125,Midlands,B14 4<br>Avg. Price: 42K<br>Sales Volume: 125
