Year,Sector,Price,Volume,Region,text
1998,AL1 1,143000,205,South East,AL1 1<br>Avg. Price: 143K<br>Sales Volume: 205
1998,AL1 2,127000,140,South East,AL1 2<br>Avg. Price: 127K<br>Sales Volume: 140
1998,AL1 3,121000,132,South East,AL1 3<br>Avg. Price: 121K<br>Sales Volume: 132
1998,AL1 4,180000,194,South East,AL1 4<br>Avg. Price: 180K<br>Sales Volume: 194
1998,AL1 5,102000,251,South East,AL1 5<br>Avg. Price: 102K<br>Sales Volume: 251
1998,AL10 0,68000,164,South East,AL10 0<br>Avg. Price: 68K<br>Sales Volume: 164
1998,AL10 8,77000,163,South East,AL10 8<br>Avg. Price: 77K<br>Sales Volume: 163
1998,AL10 9,87000,118,South East,AL10 9<br>Avg. Price: 87K<br>Sales Volume: 118
1998,AL2 1,86000,211,South East,AL2 1<br>Avg. Price: 86K<br>Sales Volume: 211
1998,AL2 2,134000,123,South East,AL2 2<br>Avg. Price: 134K<br>Sales Volume: 123
1998,AL2 3,160000,141,South East,AL2 3<br>Avg. Price: 160K<br>Sales Volume: 141
1998,AL3 4,183000,121,South East,AL3 4<br>Avg. Price: 183K<br>Sales Volume: 121
1998,AL3 5,143000,211,South East,AL3 5<br>Avg. Price: 143K<br>Sales Volume: 211
1998,AL3 6,122000,46,South East,AL3 6<br>Avg. Price: 122K<br>Sales Volume: 46
1998,AL3 7,161000,122,South East,AL3 7<br>Avg. Price: 161K<br>Sales Volume: 122
1998,AL3 8,122000,106,South East,AL3 8<br>Avg. Price: 122K<br>Sales Volume: 106
1998,AL4 0,166000,252,South East,AL4 0<br>Avg. Price: 166K<br>Sales Volume: 252
1998,AL4 8,156000,118,South East,AL4 8<br>Avg. Price: 156K<br>Sales Volume: 118
1998,AL4 9,118000,287,South East,AL4 9<br>Avg. Price: 118K<br>Sales Volume: 287
1998,AL5 1,160000,119,South East,AL5 1<br>Avg. Price: 160K<br>Sales Volume: 119
1998,AL5 2,304000,76,South East,AL5 2<br>Avg. Price: 304K<br>Sales Volume: 76
1998,AL5 3,192000,101,South East,AL5 3<br>Avg. Price: 192K<br>Sales Volume: 101
1998,AL5 4,154000,158,South East,AL5 4<br>Avg. Price: 154K<br>Sales Volume: 158
1998,AL5 5,156000,193,South East,AL5 5<br>Avg. Price: 156K<br>Sales Volume: 193
1998,AL6 0,220000,126,South East,AL6 0<br>Avg. Price: 220K<br>Sales Volume: 126
1998,AL6 9,192000,95,South East,AL6 9<br>Avg. Price: 192K<br>Sales Volume: 95
1998,AL7 1,114000,124,South East,AL7 1<br>Avg. Price: 114K<br>Sales Volume: 124
1998,AL7 2,81000,215,South East,AL7 2<br>Avg. Price: 81K<br>Sales Volume: 215
1998,AL7 3,80000,134,South East,AL7 3<br>Avg. Price: 80K<br>Sales Volume: 134
1998,AL7 4,104000,93,South East,AL7 4<br>Avg. Price: 104K<br>Sales Volume: 93
1998,AL8 6,128000,134,South East,AL8 6<br>Avg. Price: 128K<br>Sales Volume: 134
1998,AL8 7,138000,150,South East,AL8 7<br>Avg. Price: 138K<br>Sales Volume: 150
1998,AL9 5,147000,48,South East,AL9 5<br>Avg. Price: 147K<br>Sales Volume: 48
1998,AL9 6,295000,18,South East,AL9 6<br>Avg. Price: 295K<br>Sales Volume: 18
1998,AL9 7,146000,150,South East,AL9 7<br>Avg. Price: 146K<br>Sales Volume: 150
1998,B1 1,13000,1,Midlands,B1 1<br>Avg. Price: 13K<br>Sales Volume: 1
1998,B1 2,93000,33,Midlands,B1 2<br>Avg. Price: 93K<br>Sales Volume: 33
1998,B1 3,48000,4,Midlands,B1 3<br>Avg. Price: 48K<br>Sales Volume: 4
1998,B10 0,38000,71,Midlands,B10 0<br>Avg. Price: 38K<br>Sales Volume: 71
1998,B10 9,42000,150,Midlands,B10 9<br>Avg. Price: 42K<br>Sales Volume: 150
1998,B11 1,34000,69,Midlands,B11 1<br>Avg. Price: 34K<br>Sales Volume: 69
1998,B11 2,34000,69,Midlands,B11 2<br>Avg. Price: 34K<br>Sales Volume: 69
1998,B11 3,37000,210,Midlands,B11 3<br>Avg. Price: 37K<br>Sales Volume: 210
1998,B11 4,53000,132,Midlands,B11 4<br>Avg. Price: 53K<br>Sales Volume: 132
1998,B12 0,50000,9,Midlands,B12 0<br>Avg. Price: 50K<br>Sales Volume: 9
1998,B12 8,34000,89,Midlands,B12 8<br>Avg. Price: 34K<br>Sales Volume: 89
1998,B12 9,44000,54,Midlands,B12 9<br>Avg. Price: 44K<br>Sales Volume: 54
1998,B13 0,64000,162,Midlands,B13 0<br>Avg. Price: 64K<br>Sales Volume: 162
1998,B13 8,86000,122,Midlands,B13 8<br>Avg. Price: 86K<br>Sales Volume: 122
1998,B13 9,71000,247,Midlands,B13 9<br>Avg. Price: 71K<br>Sales Volume: 247
1998,B14 4,50000,200,Midlands,B14 4<br>Avg. Price: 50K<br>Sales Volume: 200
1998,B14 5,50000,102,Midlands,B14 5<br>Avg. Price: 50K<br>Sales Volume: 102
1998,B14 6,63000,168,Midlands,B14 6<br>Avg. Price: 63K<br>Sales Volume: 168
1998,B14 7,60000,201,Midlands,B14 7<br>Avg. Price: 60K<br>Sales Volume: 201
1998,B15 1,209000,12,Midlands,B15 1<br>Avg. Price: 209K<br>Sales Volume: 12
1998,B15 2,155000,65,Midlands,B15 2<br>Avg. Price: 155K<br>Sales Volume: 65
1998,B15 3,125000,143,Midlands,B15 3<br>Avg. Price: 125K<br>Sales Volume: 143
1998,B16 0,55000,123,Midlands,B16 0<br>Avg. Price: 55K<br>Sales Volume: 123
1998,B16 8,86000,40,Midlands,B16 8<br>Avg. Price: 86K<br>Sales Volume: 40
1998,B16 9,79000,138,Midlands,B16 9<br>Avg. Price: 79K<br>Sales Volume: 138
1998,B17 0,75000,200,Midlands,B17 0<br>Avg. Price: 75K<br>Sales Volume: 200
1998,B17 8,103000,142,Midlands,B17 8<br>Avg. Price: 103K<br>Sales Volume: 142
1998,B17 9,99000,227,Midlands,B17 9<br>Avg. Price: 99K<br>Sales Volume: 227
1998,B18 4,28000,64,Midlands,B18 4<br>Avg. Price: 28K<br>Sales Volume: 64
1998,B18 5,36000,29,Midlands,B18 5<br>Avg. Price: 36K<br>Sales Volume: 29
1998,B18 6,58000,2,Midlands,B18 6<br>Avg. Price: 58K<br>Sales Volume: 2
1998,B18 7,31000,24,Midlands,B18 7<br>Avg. Price: 31K<br>Sales Volume: 24
1998,B19 1,33000,43,Midlands,B19 1<br>Avg. Price: 33K<br>Sales Volume: 43
1998,B19 2,38000,45,Midlands,B19 2<br>Avg. Price: 38K<br>Sales Volume: 45
1998,B19 3,35000,6,Midlands,B19 3<br>Avg. Price: 35K<br>Sales Volume: 6
1998,B20 1,74000,73,Midlands,B20 1<br>Avg. Price: 74K<br>Sales Volume: 73
1998,B20 2,60000,150,Midlands,B20 2<br>Avg. Price: 60K<br>Sales Volume: 150
1998,B20 3,40000,132,Midlands,B20 3<br>Avg. Price: 40K<br>Sales Volume: 132
1998,B21 0,26000,97,Midlands,B21 0<br>Avg. Price: 26K<br>Sales Volume: 97
1998,B21 8,36000,111,Midlands,B21 8<br>Avg. Price: 36K<br>Sales Volume: 111
1998,B21 9,35000,113,Midlands,B21 9<br>Avg. Price: 35K<br>Sales Volume: 113
1998,B23 5,53000,231,Midlands,B23 5<br>Avg. Price: 53K<br>Sales Volume: 231
1998,B23 6,42000,197,Midlands,B23 6<br>Avg. Price: 42K<br>Sales Volume: 197
